,index,First,Longitude,Latitude,Longitude_difference,Latitude_difference,Month,class
268,268,2023-10-28 21:33:29,120.807,19.342,0.009000000000000341,0.2099999999999973,10,1.0
269,269,2023-10-29 09:47:29,120.798,19.132,-0.117999999999995,-0.2619999999999969,10,1.0
270,270,2023-10-29 21:33:29,120.916,19.394,0.25799999999999557,-0.8450000000000024,10,1.0
271,271,2023-10-30 09:46:29,120.658,20.239,-0.7439999999999998,-2.821999999999999,10,1.0
272,272,2023-10-30 21:35:29,121.402,23.061,0.5049999999999955,-1.7489999999999988,10,1.0
273,273,2023-10-31 09:40:29,120.897,24.81,0.25500000000000966,1.2979999999999983,10,1.0
274,274,2023-10-31 21:39:29,120.642,23.512,-0.6189999999999998,2.713000000000001,10,1.0
275,275,2023-11-01 09:42:29,121.261,20.799,-0.12000000000000455,-0.23600000000000065,11,1.0
276,276,2023-11-01 21:34:30,121.381,21.035,0.001999999999995339,0.2259999999999991,11,1.0
277,277,2023-11-02 09:41:30,121.379,20.809,0.12600000000000477,0.7089999999999996,11,1.0
278,278,2023-11-02 21:34:30,121.253,20.1,0.125,-0.259999999999998,11,1.0
279,279,2023-11-03 09:42:30,121.128,20.36,0.25,1.1479999999999997,11,1.0
280,280,2023-11-03 21:35:30,120.878,19.212,-0.6260000000000048,2.535,11,1.0
281,281,2023-11-04 09:44:30,121.504,16.677,-0.1280000000000001,-0.30700000000000216,11,1.0
282,282,2023-11-04 21:30:30,121.632,16.984,0.6240000000000094,-2.107999999999997,11,1.0
